Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH	V15	NB	NA_CCF	NB_CCF	purity	ploidy	gender	CCN	IS_SCNA	cn_minor	cn_major	cn_sigma.minor	cn_sigma.major	cn_clusterA	cn_minor_cluster	cn_minor_sigma_cluster	cn_clusterB	cn_major_cluster	cn_major_sigma_cluster	cn_ploidy	DeltaCR	averageCR	zeroCR
20	72500	29652500	4740	29580000	2218	0.5	2.010394	0.025082	1.005197	0.025204	1.005197	0.025204	2	0	0	0	0	0.49	2.05	F	2	0	1.023898	1.023898	0.051774	0.051774	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
20	29812500	29832500	5	20000	4	0	2.052295	0.068397	0	0.046998	2.052295	0.046998	1		4		0.7457561	0.49	2.05	F	2	1	-1.040672	3.174527	0.096542	0.096542	1	-1.033003	0.145554	1	3.237268	0.207107	2.050284	0.486812	1.005664	0.506682
20	29837500	62432500	6138	32595000	2278	0.5	2.011481	0.025063	1.00574	0.025116	1.00574	0.025116	2	0	0	0	0	0.49	2.05	F	2	0	1.025014	1.025014	0.051593	0.051593	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
21	11027500	46937500	5361	35910000	2756	0.5	2.01816	0.025073	1.00908	0.025107	1.00908	0.025107	2	0	0	0	0	0.49	2.05	F	2	0	1.031873	1.031873	0.051574	0.051574	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
22	16882500	33182500	2782	16300000	1041	0.4998425	1.650193	0.025094	0.8248364	0.026771	0.825356	0.026771	2	0	0	0	0	0.49	2.05	F	2	0	0.653456	0.654524	0.054993	0.054993	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
22	33192500	36577500	647	3385000	238	0.4998951	1.973564	0.025573	0.9865749	0.030305	0.986989	0.030305	2	0	0	0	0	0.49	2.05	F	2	0	0.98565	0.986501	0.062253	0.062253	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
22	36587500	36622500	8	35000	9	0.147146	1.981745	0.054665	0.2916058	0.124391	1.690139	0.124391	0	0	0	0	0	0.49	2.05	F	2	0	-0.441744	2.430697	0.255522	0.255522	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
22	36627500	49687500	2510	13060000	1011	0.5	2.004577	0.025154	1.002289	0.025684	1.002289	0.025684	2	0	0	0	0	0.49	2.05	F	2	0	1.017924	1.017924	0.052759	0.052759	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
23	172500	927500	119	755000	81	0.4939222	1.654208	0.02713	0.8170498	0.044079	0.837158	0.044079	2	0	0	0	0	0.49	2.05	F	2	0	0.637463	0.678763	0.090546	0.090546	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
23	932500	942500	3	10000	14	9.296894e-17	2.272938	0.094338	2.113126e-16	0.03661	2.272938	0.03661	2		4		0.8759016	0.49	2.05	F	2	1	-1.040672	3.627705	0.075203	0.075203	1	-1.033003	0.145554	3	3.627705	0.075203	2.050284	0.486812	1.005664	0.506682
23	947500	2697500	274	1750000	141	0.5	1.667894	0.025962	0.833947	0.040198	0.833947	0.040198	2	0	0	0	0	0.49	2.05	F	2	0	0.672168	0.672168	0.082574	0.082574	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
23	2852500	58282500	216	55430000	2213	0.4873236	2.015496	0.026749	0.9821985	0.04501	1.033297	0.04501	2	0	0	0	0	0.49	2.05	F	2	0	0.976661	1.081612	0.092459	0.092459	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
23	58472500	61907500	40	3435000	13	0.1206409	2.456343	0.03673	0.2963353	0.092699	2.160007	0.092699	2	0	4	0	0.7457561	0.49	2.05	F	2	1	-0.43203	3.395758	0.190419	0.190419	4	0.998441	0.114312	1	3.237268	0.207107	2.050284	0.486812	1.005664	0.506682
23	62227500	154892500	287	92665000	3199	0.4691598	2.024063	0.026338	0.9496088	0.051855	1.074454	0.051855	2	0	0	0	0	0.49	2.05	F	2	0	0.909725	1.166144	0.10652	0.10652	4	0.998441	0.114312	2	1.045891	0.218386	2.050284	0.486812	1.005664	0.506682
1	722500	120632500	20823	119910000	8012	0.5	1.998779	0.02501	0.9993896	0.025022	0.99939	0.025022	2	0	0	0	0	0.99	2	F	2	0	1.007145	1.007145	0.025472	0.025472	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
1	121117500	121487500	50	370000	16	0.008248421	1.998671	0.028845	0.01648588	0.031228	1.982185	0.031228	1	0	2	0.9380992	0.871771	0.99	2	F	2	1	0.006681	2.007499	0.03179	0.03179	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
1	144012500	145122500	68	1110000	1	0.5	2.488753	0.029328	1.244377	0.143111	1.244377	0.143111	2	0	0	0	0	0.99	2	F	2	0	1.256509	1.256509	0.145688	0.145688	1	1.083224	0.045293	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
1	145132500	147827500	291	2695000	59	0.3633545	2.840315	0.02639	1.032041	0.046402	1.808273	0.046402	2	0	2	0	0.871771	0.99	2	F	2	1	1.04038	1.83048	0.047237	0.047237	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
1	148007500	149027500	27	1020000	2	0.1708521	2.580976	0.035518	0.4409652	0.241269	2.14001	0.241269	2	0	2	0	1	0.99	2	F	2	1	0.438744	2.168144	0.245613	0.245613	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
1	149207500	149732500	20	525000	3	0.5	2.560235	0.038349	1.280117	0.143563	1.280117	0.143563	2	0	0	0	0	0.99	2	F	2	0	1.292888	1.292888	0.146148	0.146148	1	1.083224	0.045293	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
1	149852500	159637500	1827	9785000	650	0.3616783	2.854263	0.025229	1.032325	0.027095	1.821938	0.027095	2	0	2	0	0.871771	0.99	2	F	2	1	1.040669	1.844389	0.027583	0.027583	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
1	159652500	247247500	14968	87595000	6873	0.3715126	2.872328	0.025028	1.067106	0.025004	1.805222	0.025004	2	2	2	0.08322407	0.871771	0.99	2	F	2	1	1.076071	1.827374	0.025454	0.025454	1	1.083224	0.045293	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
2	27500	67912500	11924	67885000	5851	0.4999977	1.99923	0.025017	0.9996105	0.025017	0.99962	0.025017	2	0	0	0	0	0.99	2	F	2	0	1.00737	1.007379	0.025467	0.025467	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
2	67917500	67942500	5	25000	14	0.2887624	1.977641	0.051502	0.5710683	0.076158	1.406573	0.076158	0	0	0	0	0	0.99	2	F	2	0	0.571171	1.421603	0.07753	0.07753	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
2	67947500	89102500	3354	21155000	1480	0.4999663	1.997414	0.025062	0.9986398	0.025199	0.998774	0.025199	2	0	0	0	0	0.99	2	F	2	0	1.006382	1.006519	0.025652	0.025652	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
2	89107500	89252500	12	145000	3	0	1.988545	0.038458	0	0.051452	1.988545	0.051452	1	0	2	1	0.871771	0.99	2	F	2	1	-0.0101	2.013972	0.052379	0.052379	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
2	89842500	91872500	62	2030000	22	0.3767894	2.597117	0.030094	0.9785661	0.076669	1.618551	0.076669	2	0	0	0	0	0.99	2	F	2	0	0.985949	1.637368	0.078049	0.078049	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
2	91882500	242847500	24418	150965000	10421	0.4999966	2.001592	0.025009	1.000789	0.025005	1.000803	0.025005	2	0	0	0	0	0.99	2	F	2	0	1.00857	1.008584	0.025455	0.025455	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
2	242857500	242942500	18	85000	17	0.4570502	2.216744	0.036484	1.013163	0.114484	1.203581	0.114484	2	0	0	0	0	0.99	2	F	2	0	1.021165	1.214984	0.116546	0.116546	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
3	77500	197857500	32778	197780000	14411	0.4999954	2.000257	0.025006	1.000119	0.025005	1.000138	0.025005	2	0	0	0	0	0.99	2	F	2	0	1.007888	1.007907	0.025455	0.025455	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
4	27500	38947500	6296	38920000	3042	0.5	2.007233	0.025033	1.003616	0.025074	1.003616	0.025074	2	0	0	0	0	0.99	2	F	2	0	1.011447	1.011447	0.025526	0.025526	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
4	38952500	39407500	84	455000	5	3.396068e-07	1.9686	0.027287	6.685497e-07	0.123619	1.968599	0.123619	0	0	2	1	1	0.99	2	F	2	1	-0.010099	1.99367	0.125845	0.125845	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
4	39412500	49087500	1566	9675000	591	0.499989	2.002101	0.025132	1.001029	0.025469	1.001073	0.025469	2	0	0	0	0	0.99	2	F	2	0	1.008813	1.008858	0.025928	0.025928	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
4	49167500	69942500	2456	20775000	1529	0.5	2.005569	0.025085	1.002785	0.025159	1.002785	0.025159	2	0	0	0	0	0.99	2	F	2	0	1.010601	1.010601	0.025612	0.025612	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
4	69947500	70242500	25	295000	31	0.4822049	2.007698	0.032292	0.968122	0.066344	1.039576	0.066344	1	0	0	0	0	0.99	2	F	2	0	0.975319	1.04805	0.067539	0.067539	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
4	70247500	152077500	12362	81830000	6327	0.4999993	2.002387	0.025017	1.001192	0.025013	1.001195	0.025013	2	0	0	0	0	0.99	2	F	2	0	1.00898	1.008983	0.025464	0.025464	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
4	152087500	152202500	22	115000	9	0.3498714	1.973217	0.03292	0.690372	0.417339	1.282845	0.417339	0	0	0	0	0	0.99	2	F	2	0	0.692607	1.295664	0.424855	0.424855	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
4	152207500	191042500	5967	38835000	3404	0.5	2.006784	0.025035	1.003392	0.025065	1.003392	0.025065	2	0	0	0	0	0.99	2	F	2	0	1.011219	1.011219	0.025516	0.025516	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
5	22500	2797500	476	2775000	217	0.4739855	2.031653	0.025445	0.9629739	0.06399	1.068679	0.06399	1	0	0	0	0	0.99	2	F	2	0	0.970079	1.077672	0.065143	0.065143	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
5	2802500	78157500	11439	75355000	5802	0.4999966	2.016102	0.025018	1.008044	0.025019	1.008058	0.025019	2	0	0	0	0	0.99	2	F	2	0	1.015954	1.015968	0.02547	0.02547	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
5	78177500	78247500	13	70000	10	0.2804764	2.822727	0.046949	0.7917083	0.086947	2.031018	0.086947	2	0	2	0	0.871771	0.99	2	F	2	1	0.795753	2.057205	0.088513	0.088513	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
5	78257500	128272500	7698	50015000	3842	0.5	2.00478	0.025027	1.00239	0.025035	1.00239	0.025035	2	0	0	0	0	0.99	2	F	2	0	1.010199	1.010199	0.025485	0.025485	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
5	128277500	128332500	10	55000	35	0.4062357	2.014453	0.040945	0.8183426	0.134397	1.19611	0.134397	1	0	0	0	0	0.99	2	F	2	0	0.822863	1.20738	0.136817	0.136817	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
5	128337500	180712500	9230	52375000	3335	0.4999946	2.017965	0.025023	1.008972	0.025055	1.008994	0.025055	2	0	0	0	0	0.99	2	F	2	0	1.016898	1.01692	0.025507	0.025507	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	212500	29712500	5370	29500000	2163	0.4999963	1.99775	0.025038	0.9988678	0.025106	0.998883	0.025106	2	0	0	0	0	0.99	2	F	2	0	1.006614	1.006629	0.025558	0.025558	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	29717500	29907500	34	190000	97	0.3844744	1.987916	0.030434	0.7643027	0.044712	1.223613	0.044712	1	0	0	0	0	0.99	2	F	2	0	0.767858	1.235375	0.045518	0.045518	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	29912500	29922500	3	10000	14	0.009535814	1.836709	0.059533	0.01751451	0.049894	1.819194	0.049894	2	0	2	1	0.871771	0.99	2	F	2	1	0.007728	1.841596	0.050793	0.050793	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
6	29927500	31287500	261	1360000	300	0.5	2.005557	0.025786	1.002778	0.028854	1.002778	0.028854	2	0	0	0	0	0.99	2	F	2	0	1.010594	1.010594	0.029373	0.029373	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	31297500	31337500	8	40000	43	0.04079146	2.043822	0.04447	0.08337047	0.045848	1.960451	0.045848	1	0	2	1	0.871771	0.99	2	F	2	1	0.07476	1.985377	0.046674	0.046674	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
6	31347500	32422500	185	1075000	159	0.5	1.985446	0.026081	0.9927228	0.030452	0.992723	0.030452	2	0	0	0	0	0.99	2	F	2	0	1.000359	1.000359	0.031	0.031	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	32427500	32602500	18	175000	64	0.01313683	1.946609	0.034217	0.02557227	0.027508	1.921037	0.027508	1	0	2	0.9380992	0.871771	0.99	2	F	2	1	0.01593	1.945258	0.028003	0.028003	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
6	32652500	32707500	9	55000	10	0.5	2.017207	0.042385	1.008604	0.155211	1.008604	0.155211	2	0	0	0	0	0.99	2	F	2	0	1.016524	1.016524	0.158006	0.158006	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	32712500	74587500	6191	41875000	3079	0.5	2.006963	0.025034	1.003481	0.025068	1.003481	0.025068	2	0	0	0	0	0.99	2	F	2	0	1.01131	1.01131	0.025519	0.025519	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	74607500	74627500	3	20000	12	0.270332	1.987655	0.063546	0.5373268	0.239219	1.450328	0.239219	0	0	0	0	0	0.99	2	F	2	0	0.536827	1.46614	0.243527	0.243527	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	74637500	156132500	13218	81495000	6013	0.5	1.998668	0.025016	0.9993341	0.025014	0.999334	0.025014	2	0	0	0	0	0.99	2	F	2	0	1.007088	1.007088	0.025465	0.025465	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	156137500	156197500	12	60000	7	0.1851142	1.966872	0.038219	0.364096	0.093029	1.602776	0.093029	0	0	0	0	0	0.99	2	F	2	0	0.360501	1.621311	0.094705	0.094705	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
6	156202500	170897500	2591	14695000	1330	0.5	2.00054	0.02508	1.00027	0.025236	1.00027	0.025236	2	0	0	0	0	0.99	2	F	2	0	1.008041	1.008041	0.02569	0.02569	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
7	52500	56667500	9690	56615000	5332	0.5	2.010022	0.025022	1.005011	0.025051	1.005011	0.025051	2	0	0	0	0	0.99	2	F	2	0	1.012867	1.012867	0.025502	0.025502	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
7	56672500	61877500	218	5205000	56	0.443819	2.05494	0.025984	0.9120215	0.098901	1.142919	0.098901	2	0	0	0	0	0.99	2	F	2	0	0.918216	1.153238	0.100682	0.100682	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
7	61882500	153652500	14499	91770000	6068	0.4999934	2.006689	0.025014	1.003331	0.02502	1.003358	0.02502	2	0	0	0	0	0.99	2	F	2	0	1.011157	1.011184	0.02547	0.02547	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
7	153867500	158817500	911	4950000	497	0.4972064	2.022996	0.025232	1.005847	0.030024	1.01715	0.030024	2	0	0	0	0	0.99	2	F	2	0	1.013717	1.025222	0.030565	0.030565	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
8	172500	2127500	329	1955000	267	0.4987963	2.029979	0.025641	1.012546	0.029538	1.017433	0.029538	2	0	0	0	0	0.99	2	F	2	0	1.020537	1.025511	0.03007	0.03007	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
8	2202500	2322500	24	120000	10	0.5	1.993965	0.03247	0.9969826	0.051797	0.996983	0.051797	2	0	0	0	0	0.99	2	F	2	0	1.004695	1.004695	0.05273	0.05273	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
8	2352500	2572500	43	220000	40	0.3250568	2.852425	0.033354	0.9272	0.052437	1.925225	0.052437	2	0	2	0	0.871771	0.99	2	F	2	1	0.933666	1.949521	0.053381	0.053381	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
8	2597500	6177500	590	3580000	694	0.5	2.025017	0.025358	1.012508	0.026274	1.012508	0.026274	2	0	0	0	0	0.99	2	F	2	0	1.020498	1.020498	0.026747	0.026747	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
8	6182500	6192500	3	10000	6	0.01872471	2.076464	0.06593	0.03888118	0.105185	2.037583	0.105185	2	0	2	1	0.871771	0.99	2	F	2	1	0.029476	2.063887	0.107079	0.107079	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
8	6197500	11847500	867	5650000	706	0.5	2.005048	0.025239	1.002524	0.026088	1.002524	0.026088	2	0	0	0	0	0.99	2	F	2	0	1.010335	1.010335	0.026558	0.026558	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
8	11852500	12532500	36	680000	3	0.0872722	1.987126	0.030154	0.1734208	0.195949	1.813705	0.195949	1	0	2	0	1	0.99	2	F	2	1	0.16642	1.836009	0.199477	0.199477	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
8	12537500	53362500	6552	40825000	2513	0.5	2.013183	0.025032	1.006591	0.025087	1.006591	0.025087	2	0	0	0	0	0.99	2	F	2	0	1.014475	1.014475	0.025539	0.025539	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
8	53377500	53432500	12	55000	16	0.3350575	2.95878	0.050035	0.9913614	0.084193	1.967419	0.084193	2	0	2	0	0.871771	0.99	2	F	2	1	0.998973	1.992469	0.08571	0.08571	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
8	53447500	53867500	83	420000	31	0.487653	2.040053	0.027475	0.9948382	0.059702	1.045215	0.059702	1	0	0	0	0	0.99	2	F	2	0	1.002512	1.053789	0.060777	0.060777	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
8	53872500	146272500	15060	92400000	6894	0.4999983	2.013806	0.025014	1.006899	0.025009	1.006906	0.025009	2	0	0	0	0	0.99	2	F	2	0	1.014789	1.014796	0.025459	0.025459	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
9	207500	44797500	6263	44590000	3120	0.5	2.010257	0.025033	1.005129	0.025107	1.005129	0.025107	2	0	0	0	0	0.99	2	F	2	0	1.012986	1.012986	0.025559	0.025559	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
9	44802500	69962500	106	25160000	16	0.3200783	1.979191	0.026847	0.633496	0.13852	1.345695	0.13852	0	0	0	0	0	0.99	2	F	2	0	0.634714	1.359637	0.141014	0.141014	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
9	70992500	129327500	10293	58335000	4316	0.5	2.002129	0.02502	1.001064	0.025014	1.001064	0.025014	2	0	0	0	0	0.99	2	F	2	0	1.00885	1.00885	0.025464	0.025464	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
9	129332500	129362500	7	30000	4	0.09160373	1.938823	0.044916	0.1776034	0.103639	1.761219	0.103639	2	0	2	0	0.7919326	0.99	2	F	2	1	0.170677	1.782586	0.105505	0.105505	3	0.947959	0.220365	2	1.791933	0.104727	2.000277	0.982311	0.992234	0.009922
9	129367500	132182500	550	2815000	90	0.4918776	1.997392	0.025373	0.9824725	0.043816	1.01492	0.043816	2	0	0	0	0	0.99	2	F	2	0	0.989926	1.022953	0.044605	0.044605	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
9	132187500	132202500	4	15000	13	4.990444e-25	1.783769	0.051878	8.901797e-25	0.025895	1.783769	0.025895	2	0	2	0.9380992	0.7919326	0.99	2	F	2	1	-0.0101	1.805538	0.026361	0.026361	2	0.061901	0.04589	2	1.791933	0.104727	2.000277	0.982311	0.992234	0.009922
9	132207500	140267500	1490	8060000	655	0.4985942	2.009737	0.02514	1.002043	0.027847	1.007694	0.027847	2	0	0	0	0	0.99	2	F	2	0	1.009846	1.015597	0.028349	0.028349	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
10	102500	26912500	4660	26810000	2599	0.5	2.004624	0.025045	1.002312	0.025078	1.002312	0.025078	2	0	0	0	0	0.99	2	F	2	0	1.01012	1.01012	0.02553	0.02553	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
10	26917500	26992500	14	75000	3	0	2.051216	0.037462	0	0.039484	2.051216	0.039484	2	0	2	1	0.871771	0.99	2	F	2	1	-0.0101	2.077763	0.040195	0.040195	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
10	27007500	39192500	2173	12185000	691	0.4993564	2.009793	0.025096	1.003603	0.026793	1.00619	0.026793	2	0	0	0	0	0.99	2	F	2	0	1.011434	1.014067	0.027276	0.027276	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
10	40257500	42602500	32	2345000	34	0.4937132	2.210813	0.031939	1.091508	0.048889	1.119306	0.048889	2	2	0	0.08322407	0	0.99	2	F	2	1	1.100909	1.129203	0.04977	0.04977	1	1.083224	0.045293	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
10	42612500	46222500	673	3610000	270	0.4999659	2.006651	0.025308	1.003257	0.026278	1.003394	0.026278	2	0	0	0	0	0.99	2	F	2	0	1.011082	1.011221	0.026751	0.026751	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
10	47542500	135372500	14835	87830000	6187	0.4999962	2.010469	0.025014	1.005227	0.025015	1.005242	0.025015	2	0	0	0	0	0.99	2	F	2	0	1.013087	1.013102	0.025465	0.025465	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	187500	2227500	369	2040000	235	0.4926597	2.018618	0.025566	0.9944915	0.039723	1.024126	0.039723	2	0	0	0	0	0.99	2	F	2	0	1.002159	1.032323	0.040439	0.040439	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	2232500	2282500	11	50000	3	0.02874846	2.062846	0.040335	0.05930366	0.083936	2.003543	0.083936	2	0	2	1	0.871771	0.99	2	F	2	1	0.050264	2.029238	0.085447	0.085447	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
11	2287500	48807500	7733	46520000	3675	0.5	2.011719	0.025027	1.005859	0.025062	1.005859	0.025062	2	0	0	0	0	0.99	2	F	2	0	1.01373	1.01373	0.025514	0.025514	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	48812500	48947500	21	135000	29	0.4756152	2.127589	0.034394	1.011914	0.083554	1.115675	0.083554	2	0	0	0	0	0.99	2	F	2	0	1.019893	1.125508	0.085059	0.085059	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	48952500	48982500	4	30000	5	0.2156764	2.029682	0.057386	0.4377545	0.114819	1.591927	0.114819	1	0	0	0	0	0.99	2	F	2	0	0.435476	1.610269	0.116887	0.116887	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	49012500	49982500	117	970000	116	0.5	2.027946	0.026759	1.013973	0.028001	1.013973	0.028001	2	0	0	0	0	0.99	2	F	2	0	1.021989	1.021989	0.028506	0.028506	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	49987500	50062500	14	75000	31	0.3544142	1.999764	0.036949	0.7087448	0.050739	1.291019	0.050739	1	0	0	0	0	0.99	2	F	2	0	0.711308	1.303985	0.051652	0.051652	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	50097500	50777500	120	680000	219	0.3366159	2.885496	0.02835	0.9713038	0.032011	1.914192	0.032011	2	0	2	0	0.871771	0.99	2	F	2	1	0.978557	1.938291	0.032588	0.032588	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
11	51202500	71487500	3034	20285000	1126	0.4999744	2.011637	0.025069	1.005767	0.025237	1.00587	0.025237	2	0	0	0	0	0.99	2	F	2	0	1.013637	1.013741	0.025692	0.025692	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	71492500	72167500	119	675000	4	0.02005575	1.99825	0.026683	0.04007641	0.062442	1.958174	0.062442	0	0	2	1	0.871771	0.99	2	F	2	1	0.030693	1.983059	0.063567	0.063567	2	0.061901	0.04589	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
11	72172500	116357500	7296	44185000	3638	0.5	2.004651	0.025029	1.002325	0.025046	1.002325	0.025046	2	0	0	0	0	0.99	2	F	2	0	1.010133	1.010133	0.025497	0.025497	3	0.947959	0.220365	4	1.046103	0.15748	2.000277	0.982311	0.992234	0.009922
11	116362500	116437500	16	75000	3	0.05624417	2.014276	0.035806	0.1132913	0.096648	1.900985	0.096648	0	0	2	0	0.871771	0.99	2	F	2	1	0.105216	1.924848	0.098389	0.098389	3	0.947959	0.220365	1	1.871771	0.10387	2.000277	0.982311	0.992234	0.009922
